Id,Age,Educ_background,Incumbent,Mar_relationship,Mortgage,Fin_loan,Default,Curt_balance,Prev_result,Num_prev_cont,Elapsed_days,Num_cont,Day,Month,Cont_means,Cont_time,Y
170,50,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,30081,Unknown,0,-1,2,4,June,Mobile,348,1
171,49,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,444,Unknown,0,-1,2,18,August,Mobile,335,0
172,37,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,-127,Unknown,0,-1,1,2,August,Mobile,504,1
173,48,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,578,Unknown,0,-1,1,5,August,Mobile,157,0
174,24,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,914,Unknown,10,-1,1,19,May,Unknown,71,0
175,43,Unknown,Pensioner,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-44,Unknown,0,-1,2,14,July,Landline,70,0
176,45,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1093,Established,3,174,3,15,May,Landline,618,1
177,52,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,176,Unknown,0,-1,2,11,August,Mobile,439,1
178,33,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,2046,Rejected,1,171,2,17,November,Mobile,116,0
179,29,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,132,Unknown,0,-1,11,20,November,Mobile,196,0
180,34,Unknown,House_keeper,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,640,Unknown,0,-1,1,17,August,Mobile,182,0
181,35,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,95,Unknown,0,-1,11,2,August,Mobile,84,0
182,77,Unknown,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,681,Unknown,0,-1,2,5,August,Mobile,130,1
183,52,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,359,Unknown,0,-1,7,15,May,Unknown,754,0
184,40,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-12,Unknown,0,-1,4,21,August,Mobile,77,1
185,40,JHS_HS_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,571,Unknown,0,-1,16,12,June,Unknown,71,1
186,44,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1149,Established,1,183,2,14,October,Mobile,228,1
187,43,Unknown,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1104,Unknown,0,-1,1,6,May,Unknown,135,0
188,49,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,-117,Unknown,0,-1,5,10,May,Mobile,97,0
189,45,JHS_HS_graduate,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,187,Unknown,0,-1,2,16,June,Unknown,106,0
190,36,Associate_Bachelor_and_beyond,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2787,Established,3,175,3,20,November,Mobile,196,0
191,46,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,475,Rejected,1,169,2,3,August,Mobile,207,0
192,45,JHS_HS_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-23,Unknown,0,-1,7,7,August,Mobile,134,1
193,41,JHS_HS_graduate,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Default,4,Unknown,0,-1,3,14,May,Mobile,135,0
194,54,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,22,Unknown,0,-1,1,5,February,Mobile,94,0
195,46,ES_graduate,Sole_proprietor,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,651,Rejected,4,338,2,13,August,Mobile,191,0
196,29,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,9622,Unknown,0,-1,2,4,June,Mobile,286,1
197,32,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-488,Unknown,0,-1,2,25,August,Mobile,172,1
198,49,Unknown,Business_owner,Divorced,Mortgage-Free_Unborrowed,Debtor,Default,-704,Unknown,0,-1,3,6,June,Unknown,283,0
199,29,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,249,Other,4,342,1,14,September,Mobile,184,1
200,46,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,471,Unknown,0,-1,5,13,August,Mobile,377,0
201,47,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,295,Unknown,0,-1,1,12,May,Unknown,273,0
202,49,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,916,Unknown,0,-1,1,24,September,Mobile,606,0
203,42,Unknown,Sole_proprietor,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,867,Unknown,0,-1,3,7,June,Unknown,96,0
204,27,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,851,Unknown,0,-1,6,29,January,Mobile,59,0
205,48,ES_graduate,Idle,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,775,Established,1,-1,3,29,January,Mobile,604,1
206,29,JHS_HS_graduate,Idle,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,757,Rejected,1,269,1,15,May,Mobile,395,1
207,43,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,449,Rejected,1,-1,1,26,February,Mobile,241,0
208,52,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,11887,Established,2,172,2,20,November,Mobile,76,0
209,50,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,441,Unknown,0,-1,2,23,July,Mobile,335,0
210,21,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,737,Rejected,0,-1,1,17,October,Mobile,214,0
211,34,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,547,Rejected,7,168,4,20,March,Mobile,992,1
212,36,JHS_HS_graduate,Business_owner,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,960,Rejected,1,348,3,5,May,Mobile,38,0
213,31,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,175,Unknown,0,-1,1,16,May,Unknown,1172,1
214,32,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,1483,Unknown,11,335,6,12,May,Landline,44,0
215,42,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,155,Unknown,0,-1,2,14,June,Unknown,162,0
216,55,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1211,Rejected,4,100,2,20,November,Mobile,876,1
217,49,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,5915,Unknown,0,-1,2,9,August,Mobile,53,0
218,55,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,323,Unknown,0,-1,2,21,November,Mobile,94,0
219,47,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,-64,Unknown,0,-1,2,26,July,Mobile,630,1
220,42,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1888,Unknown,0,-1,2,29,May,Mobile,396,1
221,29,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,9128,Unknown,0,-1,2,14,May,Mobile,215,0
222,58,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,2527,Unknown,0,-1,3,30,May,Unknown,81,0
223,18,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,127,Unknown,0,-1,8,28,July,Mobile,221,0
224,52,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,437,Established,1,170,2,2,February,Mobile,239,0
225,34,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Non-Default,722,Unknown,0,-1,1,21,July,Mobile,1109,1
226,25,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,228,Unknown,0,-1,2,26,August,Mobile,108,0
227,27,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1018,Rejected,3,170,3,5,November,Mobile,70,0
228,24,Unknown,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1000,Unknown,0,-1,1,20,August,Mobile,77,0
229,37,JHS_HS_graduate,Services,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,39,Rejected,1,162,1,6,May,Mobile,137,0
230,42,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,-43,Unknown,0,-1,1,14,May,Mobile,47,0
231,28,JHS_HS_graduate,Business_owner,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1526,Rejected,1,259,2,14,January,Mobile,392,0
232,31,Associate_Bachelor_and_beyond,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,6813,Established,11,176,2,12,August,Mobile,140,0
233,39,ES_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,492,Other,4,166,2,22,August,Mobile,404,0
234,33,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,-1,Unknown,0,-1,1,27,May,Mobile,392,0
235,50,JHS_HS_graduate,Business_owner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-45,Unknown,0,-1,4,27,May,Unknown,107,0
236,31,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,80,Unknown,0,-1,7,13,May,Mobile,96,0
237,45,ES_graduate,Business_owner,Married,Mortgaged,Debtor,Non-Default,-97,Unknown,0,-1,1,31,July,Mobile,665,0
238,54,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-22,Unknown,0,-1,6,17,May,Unknown,59,0
239,34,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,262,Rejected,1,172,2,20,November,Mobile,41,0
240,55,ES_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,158,Unknown,0,-1,4,18,July,Mobile,45,0
241,47,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,103,Unknown,0,-1,1,5,August,Mobile,857,1
242,27,JHS_HS_graduate,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,329,Rejected,1,333,1,12,May,Mobile,92,0
243,48,JHS_HS_graduate,Unknown,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,168,Unknown,0,-1,5,6,June,Unknown,87,0
244,55,Unknown,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-37,Unknown,0,-1,1,11,May,Mobile,169,0
245,42,JHS_HS_graduate,Sole_proprietor,Married,Mortgage-Free_Unborrowed,Debtor,Default,-34,Unknown,0,-1,2,21,August,Mobile,188,0
246,56,JHS_HS_graduate,Administrator,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,11,Unknown,0,-1,1,3,August,Mobile,440,0
247,30,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,64,Unknown,0,-1,2,8,June,Unknown,270,0
248,27,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,21483,Unknown,0,-1,1,21,October,Mobile,262,0
249,52,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debtor,Non-Default,-47,Unknown,0,-1,1,27,July,Mobile,73,0
250,43,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,364,Unknown,0,-1,4,4,August,Mobile,152,0
251,57,Unknown,Business_owner,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,221,Rejected,4,335,2,9,May,Mobile,104,0
252,29,JHS_HS_graduate,Engineer,Divorced,Mortgaged,Debtor,Non-Default,-108,Unknown,0,-1,2,15,May,Mobile,98,0
253,56,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,-420,Unknown,0,-1,2,19,August,Mobile,29,0
254,34,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1937,Rejected,1,362,2,6,May,Mobile,1093,0
255,51,JHS_HS_graduate,Manual_laborer,Unmarried,Mortgaged,Debtor,Non-Default,-434,Unknown,0,-1,15,16,May,Unknown,111,0
256,44,JHS_HS_graduate,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,3158,Other,1,160,3,21,November,Mobile,173,0
257,50,JHS_HS_graduate,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,639,Unknown,0,-1,4,6,June,Mobile,207,0
258,33,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-104,Unknown,0,-1,7,22,August,Mobile,123,0
259,42,JHS_HS_graduate,Administrator,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-49,Unknown,0,-1,1,19,November,Mobile,48,1
260,70,ES_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,649,Unknown,0,-1,1,30,April,Mobile,450,0
261,44,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,12651,Established,4,171,2,4,September,Mobile,64,1
262,30,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debtor,Default,-32,Unknown,0,-1,1,24,July,Mobile,355,1
263,52,ES_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,-12,Unknown,0,-1,1,19,July,Mobile,755,1
264,51,JHS_HS_graduate,Engineer,Married,Mortgaged,Debtor,Non-Default,-188,Unknown,0,-1,2,12,May,Unknown,652,0
265,53,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,853,Established,3,174,2,15,May,Mobile,88,0
266,54,JHS_HS_graduate,Administrator,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-167,Rejected,11,350,3,31,July,Mobile,324,1
267,74,ES_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,3403,Unknown,0,-1,2,23,July,Mobile,994,1
268,38,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,108,Rejected,7,353,2,6,November,Mobile,338,0
269,53,JHS_HS_graduate,Administrator,Divorced,Mortgage-Free_Unborrowed,Debtor,Non-Default,51,Unknown,0,-1,1,26,November,Mobile,43,0
270,57,ES_graduate,Pensioner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,153,Unknown,0,-1,4,12,August,Mobile,45,1
271,72,Unknown,Pensioner,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,97,Unknown,0,-1,1,9,October,Mobile,397,0
272,50,Associate_Bachelor_and_beyond,Business_owner,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1076,Rejected,3,113,1,6,October,Landline,126,0
273,50,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,25,Unknown,0,-1,1,14,May,Unknown,798,1
274,29,JHS_HS_graduate,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,879,Rejected,4,164,2,20,November,Mobile,48,0
275,34,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4581,Other,6,178,1,1,September,Mobile,177,0
276,38,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,169,Unknown,0,-1,4,13,August,Mobile,982,1
277,50,JHS_HS_graduate,Administrator,Divorced,Mortgaged,Debtor,Non-Default,591,Unknown,0,-1,1,21,November,Mobile,153,0
278,55,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,941,Rejected,1,223,2,3,February,Mobile,74,0
279,32,JHS_HS_graduate,Services,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-37,Unknown,0,-1,1,3,August,Mobile,102,0
280,53,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debtor,Non-Default,75,Unknown,0,-1,2,22,July,Mobile,142,0
281,32,ES_graduate,Services,Married,Mortgaged,Debtor,Non-Default,89,Unknown,0,-1,2,12,May,Mobile,347,0
282,60,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,74,Rejected,2,255,2,13,February,Landline,134,0
283,50,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,35,Other,4,163,2,6,February,Mobile,158,0
284,34,Associate_Bachelor_and_beyond,Business_owner,Married,Mortgaged,Debt-Free_Unborrowed,Default,529,Unknown,0,-1,2,14,November,Mobile,280,1
285,40,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debtor,Non-Default,5550,Unknown,0,-1,4,11,May,Mobile,237,0
286,49,Associate_Bachelor_and_beyond,Sole_proprietor,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,820,Unknown,0,-1,1,20,July,Mobile,756,1
287,33,Associate_Bachelor_and_beyond,Supervision,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,565,Unknown,0,-1,1,26,August,Mobile,92,0
288,41,JHS_HS_graduate,Engineer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,60,Unknown,0,-1,1,21,May,Unknown,128,0
289,46,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,2520,Unknown,0,-1,4,28,July,Mobile,82,0
290,31,JHS_HS_graduate,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,6,Unknown,0,-1,1,14,May,Mobile,518,0
291,26,JHS_HS_graduate,Services,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,-187,Unknown,0,-1,3,27,May,Unknown,86,0
292,44,JHS_HS_graduate,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,134,Unknown,0,-1,2,5,May,Unknown,230,0
293,31,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,203,Rejected,1,274,1,3,February,Mobile,191,0
294,32,Associate_Bachelor_and_beyond,Manual_laborer,Unmarried,Mortgage-Free_Unborrowed,Debtor,Non-Default,189,Rejected,1,186,2,15,March,Mobile,111,0
295,56,ES_graduate,Pensioner,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,-66,Unknown,0,-1,8,31,July,Mobile,119,0
296,33,JHS_HS_graduate,Student,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,933,Rejected,4,170,2,16,May,Mobile,43,1
297,48,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,968,Other,0,-1,1,20,June,Unknown,104,0
298,52,Associate_Bachelor_and_beyond,Idle,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-111,Unknown,0,-1,3,3,January,Landline,91,0
299,56,JHS_HS_graduate,Services,Married,Mortgaged,Debtor,Non-Default,24,Unknown,0,-1,2,15,May,Mobile,837,0
300,30,Associate_Bachelor_and_beyond,Engineer,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1059,Unknown,0,266,1,29,January,Mobile,391,1
301,27,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,7,Unknown,0,-1,1,25,January,Mobile,486,0
302,57,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-117,Unknown,0,-1,2,13,August,Mobile,99,0
303,50,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,-8,Rejected,4,344,2,13,May,Mobile,426,0
304,52,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debtor,Non-Default,98,Unknown,0,-1,4,3,August,Mobile,121,1
305,69,JHS_HS_graduate,Business_owner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1750,Unknown,0,-1,2,1,September,Mobile,715,1
306,27,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,190,Rejected,1,187,1,16,May,Mobile,104,0
307,37,Associate_Bachelor_and_beyond,Supervision,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,814,Unknown,0,-1,6,22,May,Mobile,53,0
308,51,Associate_Bachelor_and_beyond,Supervision,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-16,Unknown,0,-1,2,21,November,Mobile,120,0
309,31,ES_graduate,Administrator,Married,Mortgaged,Debtor,Non-Default,-19,Unknown,0,-1,1,24,May,Mobile,423,1
310,55,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgaged,Debt-Free_Unborrowed,Non-Default,1413,Unknown,0,-1,2,12,August,Mobile,680,1
311,27,Associate_Bachelor_and_beyond,Supervision,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,4150,Other,1,185,3,22,September,Landline,548,1
312,32,JHS_HS_graduate,Services,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1666,Unknown,0,-1,1,20,November,Mobile,86,0
313,37,JHS_HS_graduate,Business_owner,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,1482,Unknown,0,-1,3,8,May,Unknown,229,0
314,48,JHS_HS_graduate,Manual_laborer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,476,Unknown,0,-1,7,15,July,Mobile,137,0
315,37,Associate_Bachelor_and_beyond,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-62,Unknown,0,-1,2,26,August,Mobile,222,0
316,36,Associate_Bachelor_and_beyond,Administrator,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,537,Unknown,0,-1,6,19,May,Mobile,106,0
317,30,JHS_HS_graduate,Engineer,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,728,Rejected,3,174,1,23,November,Mobile,29,0
318,28,JHS_HS_graduate,Administrator,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,-114,Unknown,0,-1,1,27,July,Unknown,131,0
319,41,Associate_Bachelor_and_beyond,Engineer,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,134,Unknown,0,-1,2,20,November,Mobile,165,0
320,40,ES_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,57,Rejected,1,164,2,17,April,Mobile,51,0
321,44,JHS_HS_graduate,Engineer,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Default,1475,Unknown,0,-1,1,21,June,Unknown,219,0
322,22,JHS_HS_graduate,Student,Unmarried,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,992,Unknown,0,-1,1,18,May,Unknown,99,0
323,26,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debtor,Non-Default,401,Rejected,0,347,6,15,May,Unknown,28,0
324,38,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,1141,Rejected,6,174,2,1,February,Mobile,130,0
325,48,Associate_Bachelor_and_beyond,Business_owner,Divorced,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,525,Unknown,0,-1,2,18,June,Unknown,29,0
326,56,JHS_HS_graduate,Manual_laborer,Married,Mortgaged,Debt-Free_Unborrowed,Non-Default,488,Rejected,2,333,2,14,May,Mobile,80,0
327,58,JHS_HS_graduate,Services,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,1289,Rejected,1,174,2,7,February,Mobile,123,1
328,35,Associate_Bachelor_and_beyond,Services,Unmarried,Mortgaged,Debt-Free_Unborrowed,Non-Default,782,Rejected,11,264,7,15,May,Mobile,99,0
329,50,ES_graduate,House_keeper,Married,Mortgage-Free_Unborrowed,Debt-Free_Unborrowed,Non-Default,89,Unknown,0,-1,2,21,June,Unknown,282,0
